Address,Price,Description,Place,Beds,Bath,Sq.Ft,Website
712 28 Ave NW,2750000,CA  AB T2M2L3,Mount Pleasant,6,5.5,3679,Real Estate Professionals Inc.
223 Ranchview Ct NW,529000,CA  AB T3G 1A5,Ranchlands,4,2.5,1526,Sunflower Realty & Property Management Inc.
8880 Horton Rd SW #1502,289900,CA  AB T2V 2X4,Haysboro,1,1,717,Kirin Realty & Management Inc.
64 Pumpmeadow Crescent SW,1849000,CA  AB T2V5C6,Pump Hill,4,3.5,3068,CA West Realty
76 Carrington Close NW,1050000,CA  AB T3P 1P7,Carrington,4,2.5,2845,Jessica Chan Real Estate & Management Inc.
728 Earl Grey Crescent SW,2500000,CA  AB T2S 0N7,Upper Mount Royal,4,3.5,3744,Real Estate Professionals Inc.
10931 Willowfern Dr SE,2600000,CA  AB T1J 1R6,Willow Park,5,5.5,3439,Royal Lepage Benchmark
1304 15 Ave SW #210,264900,CA  AB T3C 0X7,Beltline,2,1.5,1076,RE/MAX House Of Real Estate
510 6 Ave SE #503,364900,CA  AB T2G 1L7,Downtown East Village,1,1,732,Cnc Properties
45 Aspenmont Heights SW #214,469900,CA  AB T3H 0E6,Aspen Woods,2,2.5,1438,Century 21 Bamber Realty Ltd.
3616 1A St SW,3175000,CA  AB T2S 1R5,Parkhill,5,4.5,3220,RE/MAX Realty Professionals
1231 17 St NW,1599900,CA  AB T2H 2E6,Hounsfield Heights/Briar Hill,4,2,1252,RE/MAX Real Estate (Central)
683 10 St SW #806,479000,CA  AB T2P 5G3,Downtown West End,2,2,1385,Wexcel
28 Castlefall Way NE,599000,CA  AB T2J 1M6,Castleridge,4,2.5,1312,Save Max Star
2115 29 Ave SW,1080000,CA  AB T2T 1N6,Richmond,2,2.5,1801,Century 21 Bamber Realty Ltd.
48 Bermondsey Rd NW,400000,CA  AB T3K 1V3,Beddington Heights,4,1.5,1006,Exp Realty
5036 Vanstone Crescent NW,1295000,CA  AB T3A 0V9,Varsity,3,2.5,1779,Maxwell Capital Realty
24 Mary Dover Dr SW,1999900,CA  AB T2T 6K5,Currie Barracks,5,3.5,3463,RE/MAX Real Estate (Central)
535 10 Ave SW #103,624900,CA  AB T2R 0A8,Beltline,1,1,1045,Charles
108 25 Ave SW #403,475000,CA  AB T2S 0K8,Mission,2,1.5,1034,Century 21 Bamber Realty Ltd.
40 Coral Shores Cove NE,986500,CA  AB T3J 3J5,Coral Springs,5,3.5,2568,RE/MAX Real Estate (Mountain View)
605 15 Ave SW #27,300000,CA  AB T2R 0R4,Chateau Falls,1,1,725,Century 21 Bravo Realty
3139 41 St SW,839900,CA  AB T3E 3K9,Glenbrook,3,2.5,1785,Sotheby's International Realty Canada
4000 Citadel Meadow Point NW #213,314889,CA  AB T3G5N5,Citadel,2,2,847,Vip Realty & Management
235 9A St NW #807,539900,CA  AB T2H 4H7,Sunnyside,2,2,871,RE/MAX Realty Professionals
383 Smith St NW #319,340000,CA  AB T3B 6J9,University District,1,1,553,Exp Realty
4000 Citadel Meadow Point NW #210,199889,CA  AB T3G 4T3,Citadel,1,1,491,Vip Realty & Management
6024 Bowwater Crescent NW,800000,CA  AB T3B 2E6,Bowness,3,1.5,1243,RE/MAX Real Estate (Mountain View)
228 26 Ave SW #1003,870000,CA  AB T2S3C6,Mission,1,1.5,1290,RE/MAX Real Estate (Mountain View)
935 Drury Ave NE,1699000,CA  AB T2E 0M3,Bridgeland/Riverside,4,4.5,3011,Exp Realty
178 Nolancrest Rise NW,1350000,CA  AB t3r0t2,Nolan Hill,7,5,2715,Cir Realty
135 26 Ave SW #530,1500000,CA  AB T2S0M2,Mission,2,2,1451,Real Estate Professionals Inc.
860 Hillcrest Ave SW,6250000,CA  AB T2T 0Y9,Upper Mount Royal,6,6.5,5813,Coldwell Banker Mountain Central
11 Mahogany Row SE #3106,255900,CA  AB T3M 2L6,Mahogany,1,1,533,Engel & Volkers CA
140 Creekstone Dr SW,589900,CA  AB T2X 4X8,Pine Creek,3,2.5,1425,Maxwell Central
328 10 Ave NE,799900,CA  AB t2e0x2,Crescent Heights,3,1.5,883,Hope Street Real Estate Corp.
1636 Cayuga Dr NW,1100000,CA  AB T2L 0N3,Collingwood,4,3.5,2789,Real Broker
430 21 Ave NE,466900,CA  AB T2E1S6,Winston Heights/Mountview,1,1,662,Exp Realty
36 Mt Alberta Green SE,929000,CA  AB T2Z 3G8,Mckenzie Lake,4,3,1810,RE/MAX Real Estate (Central)
3019 46 St NW,1199888,CA  AB T3B 1B4,Montgomery,4,3.5,2106,RE/MAX House Of Real Estate
91 Rock Lake View,1199000,CA  AB T3G 4H5,Rocky Ridge,5,3.5,2571,Exp Realty
16 Sienna Bay SW,849999,CA  AB T3C2C8,Signal Hill,4,3.5,2582,Real Estate Professionals Inc.
222 Riverfront Ave SW #2323,948000,CA  AB T2P 0X2,Chinatown,3,2,1388,Royal Lepage Benchmark
615 6 Ave SE #813,444000,CA  AB T2G 1S2,Downtown East Village,2,2,657,Cir Realty
660 Eau Claire Ave SW #307,524900,CA  AB T2P 5K3,Eau Claire,2,2,1280,Royal Lepage Benchmark
303 Mahogany Terrace SE,749000,CA  AB T3M 0X5,Mahogany,3,3.5,2243,RE/MAX Real Estate (Mountain View)
7 Melville Place SW,884900,CA  AB T2V2E3,Mayfair,5,2,1377,RE/MAX Real Estate (Mountain View)
16 Falshire Way NE,384900,CA  AB t3j 2b4,Falconridge,3,1.5,1130,Royal Lepage Metro
347 Silverado Blvd SW,775000,CA  AB T2X 0L4,Silverado,3,2.5,2683,Jessica Chan Real Estate & Management Inc.
2708 4 Ave NW,1149000,CA  AB T2N 0P8,West Hillhurst,4,3.5,1835,RE/MAX House Of Real Estate
2727 92 St SE,2498880,CA  AB t2p3r5,Foothills,5,2,1232,Urban-Realty.Ca
95 Skyview Close NE #712,459900,CA  AB T3N 1X2,Skyview Ranch,3,3,1248,RE/MAX Complete Realty
7180 80 Ave NE #204,290000,CA  AB T3J 0N6,Saddle Ridge,2,2,768,Maxwell Central
1110 3 Ave NW #802,455000,CA  AB T2N 4J3,Hillhurst,1,1,654,Plintz Real Estate
1216 16 St NE,499000,CA  AB T2E 4S9,Mayland Heights,3,1,1063,Cir Realty
206 11A St NE,759000,CA  AB T2E 4P1,Bridgeland/Riverside,4,2,1050,First Place Realty
177 Legacy Reach Crescent SE,755000,CA  AB T2X0X6,Legacy,5,3.5,2077,Greater CA Real Estate
1514 11 St SW #2202,439900,CA  AB T2R 1G9,Beltline,2,2.5,1339,Real Estate Professionals Inc.
219 Kincora Ln NW,485000,CA  AB T3R 0G7,Edenmore,3,2.5,1199,First Place Realty
8340 47 Ave NW,859900,CA  AB T3B1Z7,Bowness,4,3.5,1900,RE/MAX House Of Real Estate
635 Marsh Rd NE #6,200000,CA  AB T2E 5B4,Bridgeland/Riverside,1,1,654,Real Estate Professionals Inc.
103 Superior Ave SW,999900,CA  AB T3C 2H8,Scarboro,5,4,1723,Cir Realty
10 Slopeview Dr SW,2195000,CA  AB T3H 3Y7,Springbank Hill,4,3.5,3249,Century 21 Bamber Realty Ltd.
5966 Saddlehorn Dr NE,669999,CA  AB T3J4M2,Saddle Ridge,3,3.5,1848,Urban-Realty.Ca
140 Martindale Blvd NE,489000,CA  AB T3J 2X5,Martindale,3,2,1062,Royal Lepage Metro
219 64 Ave NW,610000,CA  AB T2K 0L9,Thorncliffe,5,3,1651,Grand Realty
4623 72 St NW,795000,CA  AB T3B 2L3,Bowness,4,3.5,1738,Exp Realty
2028 41 Ave SW,1995000,CA  AB T2T 2M1,Altadore,4,4.5,3268,Exp Realty
516 Whitehill Place NE,369900,CA  AB T1Y 3G8,Whitehorn,4,2,812,RE/MAX Real Estate (Central)
1087 2 Ave NW #806,1250000,CA  AB T2N 0E5,Sunnyside,2,2.5,1625,Listed by Savannah Magnussen
5503 Elbow Dr SW,2400000,CA  AB T2V 1H7,Windsor Park,5,2.5,2731,Listed by Sam Olschewski
124 Citadel Green NW,975000,CA  AB T3G 3G6,Citadel,5,3.5,2463,Real Broker
9449 19 St SW #202,435000,CA  AB T2V 3P1,Palliser,2,2,1246,Real Estate Professionals Inc.
191 Galbraith Dr SW,700000,CA  AB T3E 4Z8,Glamorgan,5,2,1053,Exp Realty
34 Candle Terrace SW,500000,CA  AB T2W 6G7,Canyon Meadows,2,1.5,1241,Real Broker
93 Nolanhurst Crescent NW,749900,CA  AB T3R 0Z3,Nolan Hill,4,3.5,2362,Prep Realty
77 Calhoun Crescent NE,774000,CA  AB T3P1X9,Livingston,3,2.5,2231,Maxwell Capital Realty
316 Calhoun Common NE,824900,CA  AB T3P 1T3,Livingston,4,3.5,2479,Maxwell Capital Realty
1234 5 Ave NW #2306,775000,CA  AB T2N 0R9,Hillhurst,2,2,856,Plintz Real Estate
554 Legacy Circle SE,586940,CA  AB T2X 5J5,Legacy,3,2.5,1480,Maxwell Canyon Creek
28 Saddlepeace Way NE,1265000,CA  AB T3J 2J5,Saddle Ridge,8,6,3264,Prep Realty
15 Coral Reef Close NE,769900,CA  AB T3J 3Y5,Coral Springs,7,3.5,2245,Exa Realty
6868 Sierra Morena Blvd SW #109,363000,CA  AB T3H 3R6,Signal Hill,2,2,1100,Maxwell Capital Realty
160 Cityline Square NE,804990,CA  AB T3N 2H5,Cityscape,3,2.5,2428,RE/MAX Crown
127 Eagle Ridge Dr SW,1695000,CA  AB T2V 2V6,Eagle Ridge,4,3.5,2954,Century 21 Bamber Realty Ltd.
316 22 Ave SW #12,194999,CA  AB T2S 0H4,Mission,1,1,496,Exp Realty
72 Discovery Valley Cove SW,1595000,CA  AB T3H 5H3,Discovery Ridge,5,5.5,3802,RE/MAX Irealty Innovations
888 4 Ave SW #906,335000,CA  AB T2P0V2,Downtown Commercial Core,1,1,653,Grand Realty
1025 5 Ave SW #2204,669000,CA  AB T2P 1N4,Downtown West End,2,2,912,RE/MAX Irealty Innovations
1039 75 Ave SW,799900,CA  AB T2V 0S7,Chinook Park,4,2,1762,Stonemere Real Estate Solutions
920 5 Ave SW #1603,433800,CA  AB T2P 5R4,Downtown Commercial Core,2,2,955,Maxwell Capital Realty
19489 Main St SE #2109,395000,CA  AB T3M 3J3,Seton,2,2,884,Maxwell Canyon Creek
326 Legacy View SE,778000,CA  AB T0L 0X0,Legacy,4,3.5,2098,Century 21 Bamber Realty Ltd.
838 19 Ave SW #318,419900,CA  AB T2T 6H2,Lower Mount Royal,2,2,1187,Century 21 Bamber Realty Ltd.
2049 27 St SE,515000,CA  AB t2b0p8,Southview,3,2,636,Real Broker
930 16 Ave SW #2905,1149000,CA  AB T2R 1C2,Beltline,3,2,1452,RE/MAX Realty Professionals
131 Evansview Rd NW,869900,CA  AB T3P 0L6,Evanston,3,2.5,2505,Urban-Realty.Ca
6438 Bow Crescent NW,2000000,CA  AB T3B 2B9,Bowness,3,1.5,2557,Century 21 Bamber Realty Ltd.
3155 Upper Place NW,950000,CA  AB T2N4H2,University Heights,4,2.5,1788,Grand Realty
164 Belmont Blvd SW,659800,CA  AB T2X 4W3,Belmont,3,2.5,1654,Sterling Real Estate
179 Silver Brook Rd NW,589900,CA  AB T3B 3H9,Silver Springs,3,2,1070,RE/MAX Realty Professionals
30 Sage Hill Walk NW #113,279400,CA  AB T3R 1Z5,Sage Hill,1,1,504,RE/MAX Real Estate (Central)
66 Magnolia Ct SE,749000,CA  AB T3M 2B6,Mahogany,3,2.5,2263,Maxwell Canyon Creek
1108 6 Ave SW #1006,314900,CA  AB T2P 5K1,Downtown West End,1,1,817,First Place Realty
5027 21A St SW,984000,CA  AB T2T 5C4,Altadore,5,3.5,2469,Real Estate Professionals Inc.
303 19 Ave SW #208,375000,CA  AB T2S0E1,Mission,2,2,797,RE/MAX Real Estate (Central)
522 21 Ave SW,775000,CA  AB T2S 0H1,Cliff Bungalow,3,3,1539,Century 21 Bamber Realty Ltd.
2345 53 Ave SW,1250000,CA  AB T3E 1L1,North Glenmore Park,5,3.5,1964,RE/MAX House Of Real Estate
1124 15 Ave NE,925000,CA  AB T2E 1J3,Renfrew,4,3.5,1818,RE/MAX House Of Real Estate
537 14 Ave SW #202,419900,CA  AB T2R 0M7,Beltline,2,2,1449,Cir Realty
456 13 St NW,1835000,CA  AB T2N 1Z2,Hillhurst,4,3,2300,Royal Lepage Solutions
515 33 Ave NE,549900,CA  AB T2E 2J2,Winston Heights/Mountview,4,1,827,Century 21 Bravo Realty
10060 46 St NE #115,214999,CA  AB T3J 2H8,Saddle Ridge,1,1,420,Unison Realty Group Ltd.
30 Forzani Way NW,2388000,CA  AB T3Z 1L5,,5,3.5,2554,Cir Realty
61 Walnut Dr SW,1150000,CA  AB T3C 3H4,Wildwood,5,3.5,1656,Real Broker
160 Eldorado Close NE,649777,CA  AB T1Y 6T4,Monterey Park,5,3.5,1923,RE/MAX Real Estate (Mountain View)
167 Cranbrook Dr SE,1480000,CA  AB T3M2S7,Cranston,3,2.5,1679,Urban-Realty.Ca
159 Schiller Crescent NW,755000,CA  AB T3L 1W9,Scenic Acres,5,3.5,2678,Real Broker
1118 12 Ave SW #703,309900,CA  AB T2R 0P4,Beltline,1,1,625,RE/MAX Complete Realty
70 Westmore Park SW,1249900,CA  AB T3H6A9,West Springs,4,3.5,2565,Exp Realty
36 Patina Hill SW,3000000,CA  AB T3H 2C7,Patterson,5,6,5059,First Place Realty
535 8 Ave SE #610,399900,CA  AB T2G5S9,Downtown East Village,1,1,840,Listed by Richard Lee
157 Belmont Villas SW,739000,CA  AB T0L 0X0,Belmont,3,2.5,2058,Urban-Realty.Ca
51 Cougar Ridge Close SW,999999,CA  AB T3H 4E5,Cougar Ridge,4,2.5,2458,Coldwell Banker Mountain Central
910 18 Ave SW #201,379900,CA  AB T2T 0H1,Lower Mount Royal,2,2,1006,RE/MAX Realty Professionals
315 3 St SE #404,317500,CA  AB T2G 0S3,Downtown East Village,1,1,693,Jayman Realty Inc.
342 Yorkville Rd SW,934990,CA  AB T2X 4X6,Yorkville,4,2.5,2674,Homecare Realty Ltd.
225 Martinvalley Rd NE,535000,CA  AB T3J 4L5,Martindale,4,2,1474,Sotheby's International Realty Canada
37 Scandia Hill NW,1249900,CA  AB T3L 1T8,Scenic Acres,4,2.5,2034,Real Broker
733 2 Ave SW #103,469000,CA  AB T2P 0E4,The Oscar,2,2.5,1227,RE/MAX House Of Real Estate
130 Saddlestone Park NE,899000,CA  AB T3J0Z5,Saddle Ridge,7,4.5,2283,Maxvalue Realty Ltd.
35 Mahogany Circle SE #201,1999000,CA  AB T2M 2V7,Mahogany,2,2.5,1878,Jayman Realty Inc.
550 Riverfront Ave SE #1201,259500,CA  AB T2G 1E5,Downtown East Village,1,1,354,RE/MAX Real Estate (Central)
128 2 St SW #1007,349900,CA  AB T2P 0S7,Chinatown,1,1,432,Jessica Chan Real Estate & Management Inc.
1104 Sifton Blvd SW,929900,CA  AB T2T 2L1,Elbow Park,3,2,866,RE/MAX Real Estate (Mountain View)
434 Copperstone Manor SE,465000,CA  AB T2Z 0J2,Copperfield,2,2.5,1423,Exp Realty
1312 13 Ave SW #202,195888,CA  AB T2C 0T3,Beltline,1,1,603,Cir Realty
10 Walden Close SE,1075000,CA  AB T2X 0V8,Walden,5,3.5,2445,Exp Realty
1234 5 Ave NW #2109,639900,CA  AB T2N 0R9,Ezra On Riley Park,2,2.5,1528,Royal Lepage Benchmark
6 Douglas Park Close SE,789900,CA  AB T2Z 2A8,Douglasdale/Glen,4,3.5,1964,Coldwell Banker Vision Realty
1912 45 Ave SW,1474900,CA  AB T2T 2P3,Altadore,4,3.5,2166,Exp Realty
1411 7 Ave NW #211,269000,CA  AB T2N 0Z3,Hillhurst,2,1,814,Royal Lepage Solutions
1000 Somervale Ct SW #110,215000,CA  AB T2Y 4K4,Somerset,1,1,715,The Real Estate Company
262 Saddlebrook Circle NE,520000,CA  AB T3J 0K2,Saddle Ridge,4,2.5,1240,Maxwell Central
310 12 Ave SW #1003,349900,CA  AB T2R 0H2,Beltline,1,1,509,Unison Realty Group Ltd.
100 Signature Way SW #40,699900,CA  AB T3H 2W6,Signal Hill,4,2.5,1799,RE/MAX Real Estate (Central)
19 Sceptre Close NW,840000,CA  AB T3L 1L3,Scenic Acres,3,2.5,2284,Century 21 Bravo Realty
40 Eagle Ridge Place SW,7995000,CA  AB T2V 2V8,Eagle Ridge,5,5.5,5434,Century 21 Bamber Realty Ltd.
140 Legacy Glen Way SE,699000,CA  AB T2X 0X6,Legacy,3,2.5,1985,Five Star Realty
27 Nolanshire Crescent NW,799999,CA  AB T3R0J4,Nolan Hill,3,2.5,2542,RE/MAX Irealty Innovations
30 Shawnee Common SW #12,399000,CA  AB T2Y 0R1,Shawnee Slopes,2,2.5,1247,Equium Living
635 4 Ave NE #212,254900,CA  AB T2E 0J9,Bridgeland/Riverside,2,1,1007,Listed by Guy Cooley
3616 14 St SW,550000,CA  AB T2T 3W1,Elbow Park,1,1,1057,Greater CA Real Estate
4308 Anne Ave SW,2799900,CA  AB T2S 1L9,Britannia,4,3.5,3963,Engel & Volkers CA
305 25 Ave SW #301,385000,CA  AB T2S 0L8,Mission,2,2,1393,RE/MAX Real Estate (Central)
46 9 St NE #716,519900,CA  AB T2E 7Y1,Bridgeland/Riverside,2,2,874,The Real Estate Company
629 Quarry Way SE,1950000,CA  AB T2C 5H3,Douglasdale/Glen,5,4.5,3180,Listed by Mathew Said Morley
216 Normandy Dr SW,1450000,CA  AB T2H 2X2,Currie Barracks,4,3.5,2368,Listed by Mathew Said Morley
175 Royal Birkdale Crescent NW,785000,CA  AB T3G 5R7,Royal Oak,4,3.5,2056,Century 21 Bravo Realty
318 26 Ave SW #304,675000,CA  AB T2S 2T9,Mission,2,2,1912,Real Estate Professionals Inc.
105 Martinbrook Place NE,449900,CA  AB t3j3e1,Martindale,3,2,1065,Exp Realty
2028 Bowness Rd NW,1275000,CA  AB T2N 3K8,West Hillhurst,4,3.5,1939,RE/MAX House Of Real Estate
191 Les Jardins Park SE,626400,CA  AB T2E 6J5,Les Jardins,3,2.5,1645,Jayman Realty Inc.
158 Les Jardins Park SE,631400,CA  AB T2E 6J5,Les Jardins,3,2.5,1356,Jayman Realty Inc.
187 Les Jardins Park SE,581400,CA  AB T2E 6J5,Les Jardins,3,2.5,1611,Jayman Realty Inc.
34 Cranston Place SE,725000,CA  AB T3M 1A1,Cranston,3,2.5,2356,Homecare Realty Ltd.
43 Edith Terrace NW,799900,CA  AB T3R 1Z1,Glacier Ridge,3,3.5,1728,Jayman Realty Inc.
20721 Main St SE,554900,CA  AB T3M 3G2,Seton,2,2,1386,Jayman Realty Inc.
255 Les Jardins Park SE #210,440254,CA  AB T2C 5V3,Douglasdale/Glen,2,2,879,Jayman Realty Inc.
252 Marina Cove SE,742900,CA  AB T3M 3P4,Mahogany,2,2.5,1164,Jayman Realty Inc.
260 Marina Cove SE,853900,CA  AB T3M 3P4,Mahogany,1,1.5,1404,Jayman Realty Inc.
140 Cranbrook View SE,2650000,CA  AB T3M 1W6,Cranston,3,3.5,2805,RE/MAX Real Estate (Central)
218 Marina Cove SE,735900,CA  AB T3M 3P4,Mahogany,1,1.5,1059,Jayman Realty Inc.
255 Les Jardins Park SE #316,295354,CA  AB T2C 5V3,Douglasdale/Glen,1,1,570,Jayman Realty Inc.
471 34 Ave NE,624000,CA  AB T2E 2J8,Highland Park,3,2.5,1619,Amg Realty
84 Covecreek Mews NE,740000,CA  AB T3K 0V8,Coventry Hills,4,3.5,1713,RE/MAX Real Estate (Central)
2325 8 St NW,1149000,CA  AB T2M 1T3,Mount Pleasant,4,3.5,2319,Exp Realty
400 Eau Claire Ave SW #8802,2199800,CA  AB T2P 4X2,Eau Claire,2,2.5,2639,Real Estate Professionals Inc.
1932 Broadview Rd NW,950000,CA  AB T2N 3H7,West Hillhurst,3,3.5,2055,Century 21 Bravo Realty
2315 17A St SW #2,174900,CA  AB T2T 4S3,Bankview,1,1,649,Real Broker
1805 26 Ave SW #203,299900,CA  AB T2M1V1,South CA,1,1,707,Real Estate Professionals Inc.
836 15 Ave SW #205,549900,CA  AB T2R 1S2,Beltline,2,2,953,RE/MAX Complete Realty
20 Falton Way NE,455000,CA  AB T3J 1K4,Falconridge,3,2,860,Cir Realty
95 Glacier Dr SW,739000,CA  AB T3E 5A3,Glamorgan,5,2.5,1109,Maxwell Capital Realty
15 Lucas Crescent NW,799000,CA  AB T3P1M7,Livingston,3,2.5,1935,RE/MAX Real Estate (Central)
521 Cantrell Place SW,722888,CA  AB T2W 2K4,Canyon Meadows,3,3,1445,Coldwell Banker Mountain Central
47 Creekside Grove,799000,CA  AB T2X5B2,Pine Creek,3,2.5,2326,Bode Platform Inc.
2439 41 St SE,595000,CA  AB T2B 1C9,Forest Lawn,4,2,1019,Stratten Gates Real Estate Ltd.
1020 Kildonan Place SW,1100000,CA  AB T2V 4A9,Kelvin Grove,4,2.5,1887,Real Estate Professionals Inc.
141 Hotchkiss Way SE,654900,CA  AB T3S0G2,Hotchkiss,3,2.5,1714,Bode Platform Inc.
2631 5 Ave NW,1179000,CA  AB T2N 0T7,West Hillhurst,4,3.5,2008,Exp Realty
112 Ascot Manor SW,499000,CA  AB T3H 0W9,The Enclave,2,2.5,1101,RE/MAX Real Estate (Mountain View)
788 12 Ave SW #805,304988,CA  AB T2R 0H1,Beltline,1,1,687,RE/MAX Real Estate (Central)
4308 Coronation Dr SW,4998000,CA  AB T2S 1M2,Britannia,5,7.5,6143,Tink
127 Saddlemont Crescent NE,485000,CA  AB T3J 4R6,Saddle Ridge,4,2,813,Exp Realty
295 Applewood Dr SE,549900,CA  AB T2A 7S6,Applewood Park,5,2.5,1063,Urban-Realty.Ca
2229 12 St SW,1999900,CA  AB T2T 3N5,Upper Mount Royal,5,3.5,2963,Royal Lepage Benchmark
4270 Norford Ave NW #205,690000,CA  AB T3B6H3,University District,2,1.5,1404,Exp Realty
35 Oakmount Ct SW #17,749999,CA  AB T2V5B9,Oakridge,4,3.5,2426,Urban-Realty.Ca
3320 3 Ave NW #310,659000,CA  AB T2N0L9,Parkdale,2,2,1127,Urban-Realty.Ca
6312 Lacombe Way SW,654900,CA  AB t3e 5t3,Lakeview,2,1,1260,Maxwell Capital Realty
350 Livingston Common NE #1114,389900,CA  AB T3P 1M5,Livingston,2,2,855,Cir Realty
1820 9 St SW #303,149000,CA  AB T2T3C3,Lower Mount Royal,1,1,475,First Place Realty
211 13 Ave SE #802,430000,CA  AB T2G 1E1,Beltline,2,2,911,Nineteen 88 Real Estate
1820 9 #306,149000,CA  AB T2T3C3,Lower Mount Royal,1,1,471,First Place Realty
1820 9 St #304,149000,CA  AB T2T3C3,Lower Mount Royal,1,1,475,First Place Realty
2320 Juniper Rd NW,4490000,CA  AB T2N 3V2,Hounsfield Heights/Briar Hill,4,3.5,3132,Century 21 Bamber Realty Ltd.
1218 20A St NW,1085000,CA  AB T2N 2L1,Hounsfield Heights/Briar Hill,2,2,1196,Cir Realty
400 Eau Claire Ave SW #7201,795000,CA  AB T2P 4X2,Princes Island Estates,2,2.5,1911,RE/MAX Realty Professionals
4636 Monterey Ave NW,698000,CA  AB T3B 5G9,Montgomery,4,3,1697,Real Broker
18 Red Sky Mews NE,849900,CA  AB T3N 1V4,Redstone,4,4,2568,RE/MAX House Of Real Estate
16 Sage Bluff Gate NW,598000,CA  AB T3R0Y9,Sage Hill,3,2.5,1680,One Percent Realty
110 Tarawood Ln NE,489000,CA  AB T3J 5A6,Taradale,5,3,974,Cir Realty
3420 Exshaw Rd NW,1300000,CA  AB T2M 4G2,Banff Trail,4,3.5,2161,RE/MAX House Of Real Estate
788 12 Ave SW #1202,399900,CA  AB T2R 0H1,Beltline,2,2,801,Century 21 Bamber Realty Ltd.
15 Cougar Ridge Landing SW #109,1398000,CA  AB T3H 6C3,Patterson,2,2.5,2251,Bode Platform Inc.
7232 Bow Crescent NW,4000000,CA  AB T3B 2B9,Bowness,2,1,894,RE/MAX Real Estate (Central)
8604 48 Ave NW #814,219900,CA  AB T3B 5E6,Bowness,2,1,833,Royal Lepage Benchmark
1968 Cottonwood Crescent SE,579900,CA  AB T2B 1P7,Southview,4,2,1312,RE/MAX Real Estate (Mountain View)
707 4 St NE #216,495000,CA  AB T2E 3S7,Renfrew,2,2,1046,RE/MAX Real Estate (Central)
2121 7 St SW,2695000,CA  AB T2T 2X3,Upper Mount Royal,4,2.5,3489,RE/MAX Realty Professionals
1842 18A St SW,825000,CA  AB T2T 4V9,Bankview,3,3.5,1733,RE/MAX Real Estate (Central)
66 Taraglen Rd NE,439000,CA  AB T2J 2N5,Taradale,3,2,917,Real Estate Professionals Inc.
1710 35 Ave SW,899900,CA  AB T2T 2C9,Altadore,3,3.5,2562,Exp Realty
2002 31 Ave SW,1625000,CA  AB T2T 1T2,South CA,3,3.5,2287,Sotheby's International Realty Canada
1820 9 St SW #203,149000,CA  AB t2t3c3,Lower Mount Royal,1,1,475,First Place Realty
630 21 Ave NW,949499,CA  AB T2M 1J9,Mount Pleasant,4,3.5,1817,Cir Realty
1124 Kildonan Place SW,2699000,CA  AB T2V 4B1,Kelvin Grove,3,3.5,2956,Sotheby's International Realty Canada
31 Edgepark Rise NW,1550000,CA  AB T3A 4G4,Edgemont,4,3.5,2847,Sotheby's International Realty Canada
300 37 Ave SW,9800000,CA  AB T3E 2P8,Elbow Park,3,3.5,7049,Real Estate Professionals Inc.
864 Cranbrook Gardens SE,1360000,CA  AB T3M 3L4,Cranston,3,2.5,1600,Cir Realty
33 Carringham Gate NW #1208,425000,CA  AB T3P 1W1,Carrington,2,2,1065,Real Broker
4507 4A St SW,3199000,CA  AB T2S 1Z8,Elboya,4,3.5,3781,RE/MAX Real Estate (Central)
1530 15 Ave SW #103,185000,CA  AB T3C 0X9,Sunalta,1,1,494,Century 21 Bravo Realty
935 2 Ave NE,739900,CA  AB T2E0G6,Bridgeland/Riverside,2,2,897,The Real Estate Company
338 Sage Hill Circle NW,599000,CA  AB T3R 1V2,Sage Hill,4,4.5,1973,RE/MAX House Of Real Estate
1602 13 Ave SW,900001,CA  AB T3C 0T7,Sunalta,4,2,1071,First Place Realty
8880 Horton Rd SW #713,279900,CA  AB T2V 2W3,Haysboro,1,1,839,Listed by Giselle  Kee Wilson
2414 7 St NE,1500000,CA  AB T2E 4C9,Winston Heights/Mountview,4,3.5,2759,Listed by Kenton Ryan
1315 15 St SW,600000,CA  AB T3C 1G3,Sunalta,4,2,919,RE/MAX House Of Real Estate
2424 34 St SW,1099000,CA  AB T3E 2W5,Killarney/Glengarry,4,3.5,1925,Cir Realty
3026 27 St SW,1045000,CA  AB T3E 2G6,Killarney/Glengarry,4,3.5,1920,RE/MAX House Of Real Estate
3019 27 St SW,1039000,CA  AB T3E 2G6,Killarney/Glengarry,4,3.5,1949,Cir Realty
1727 10A St SW #106,218800,CA  AB T2T3J9,Lower Mount Royal,2,1,749,Exp Realty
108 Waterfront Ct SW #1101,365000,CA  AB T2P 1K7,Chinatown,1,1,547,Cir Realty
154 Aquila Way NW,849900,CA  AB T3R 1Y6,Glacier Ridge,4,3,2397,Amg Realty
734 20 Ave NW,775000,CA  AB T2M 1E1,Mount Pleasant,3,2.5,1598,Listed by Christopher Audette
202 Hamptons Gardens NW,799999,CA  AB T3A 5X4,Hamptons,4,3.5,2257,Ymk Real Estate & Management Inc.
123 4 St NE #707,312499,CA  AB T2E 8K3,Crescent Heights,1,1,456,RE/MAX Real Estate (Central)
3537 7 Ave SW,1249000,CA  AB T3C 0C9,Spruce Cliff,4,3.5,2311,Exp Realty
15718 Mckenzie Lake Way SE,865000,CA  AB T2Z 2J1,Mckenzie Lake,6,3.5,2733,Real Broker
